Symbol,Name,IndustryCode,Industry
BHRB,Burke & Herbert Financial Services Corp,55101010,은행
ATEC,Alphatec Holdings  Inc,56101020,"의료 장비, 물품 및 유통"
BJRI,BJ's Restaurants Inc,53301020,레스토랑 및 바
PEBO,Peoples Bancorp Inc,55101010,은행
HROW,Harrow  Inc.,56201040,제약
AZTA,Azenta  Inc.,56202010,생명 공학 및 의학 연구
AVBP,ArriVent BioPharma  Inc.,56202010,생명 공학 및 의학 연구
LBRX,LB Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
OMDA,Omada Health  Inc.,56102010,의료 시설 및 서비스
ROCK,Gibraltar Industries  Inc.,53203020,건설 자재 및 비품
PCT,PureCycle Technologies  Inc.,52203010,환경 서비스 및 장비
EMAT,Evolution Metals & Technologies Corp,51201010,금 제외 귀금속 및 광물
HCSG,Healthcare Services Group  Inc.,52203040,경영 지원 서비스
GIII,G-III Apparel Group Ltd,53202020,의류 및 액세서리
SHLS,Shoals Technologies Group  Inc.,52102030,전기 부품 및 장비
REAL,The RealReal  Inc.,53402010,백화점
TOP,TOP Financial Group Ltd,55102010,투자 은행 및 중개 서비스
BRUN,Boost Run Inc,57201010,IT 서비스 및 컨설팅
ATLC,Atlanticus Holdings Corp,55101030,소비자 대출
JBIO,Jade Biosciences Inc,56202010,생명 공학 및 의학 연구
MLTX,MoonLake Immunotherapeutics,56202010,생명 공학 및 의학 연구
INBX,Inhibrx Biosciences Inc,56202010,생명 공학 및 의학 연구
